"","installment","int_rate","last_pymnt_amnt","loan_amnt","purpose","application_type","revol_bal","dti","delinq_2yrs","mes","ano","grade","inq_last_6mths","mort_acc","open_acc","revol_util","total_acc","addr_state","annual_inc","emp_length","home_ownership","verification_status","loan_status"
"1566",343.39,14.33,5.84,9.21,"1",1,9.68,21.59,0,"3","2","2",0,1,12,57.9,26,"3",10.29,"0","3","0","1"
"1567",286.64,18.49,5.66,8.97,"0",1,8.1,8.76,1,"3","2","3",1,0,6,44.7,18,"3",10.88,"0","2","1","1"
"1568",453.8,19.05,6.12,9.77,"1",1,8.43,19.09,0,"1","1","3",1,0,10,36.9,19,"4",11.23,"0","2","0","1"
"1569",1019.17,18.49,6.93,10.24,"1",1,10.27,27.16,0,"12","2","3",1,1,10,86.2,32,"4",11.41,"2","3","0","1"
"1570",591.21,22.47,6.38,9.96,"0",1,10.21,17.7,0,"12","2","3",1,0,17,89.9,28,"3",10.78,"0","2","0","1"
"1571",404.97,13.11,6,9.39,"1",1,9.25,11.01,0,"1","2","1",0,1,8,65.1,28,"0",11.09,"2","2","1","1"
"1572",236.2,11.14,4.61,8.88,"1",1,8.66,30.1,1,"7","2","1",1,1,9,41.3,21,"4",10.65,"1","3","0","1"
"1573",441.73,21.98,6.09,9.68,"0",1,9.8,29.88,0,"8","2","3",1,0,14,56.5,28,"0",10.82,"1","2","0","1"
"1574",353.01,16.29,6.61,9.21,"1",1,9.78,22.53,0,"8","2","2",1,1,17,64.8,33,"1",11.43,"1","3","0","1"
"1575",805.61,23.83,7.38,10.24,"0",1,10.11,27.48,0,"2","2","3",1,1,13,75.8,20,"1",11.04,"2","3","0","1"
"1576",560.26,21.49,6.33,9.93,"1",1,9.36,20.46,0,"12","2","3",1,1,12,70.7,15,"2",11,"1","3","0","1"
"1577",330.14,19.05,5.8,9.1,"1",1,9.41,12.61,0,"10","2","3",1,0,9,93,20,"0",11.08,"0","2","1","1"
"1578",349.73,14.09,5.08,9.62,"2",1,10.14,24.42,0,"4","2","1",1,1,10,83.3,42,"2",11.78,"0","3","0","1"
"1579",342.22,14.09,5.84,9.21,"1",1,9.25,10.59,0,"6","1","1",1,0,9,40.6,12,"1",10.46,"0","2","0","1"
"1580",649.29,21,6.48,10.09,"1",1,9.82,24.42,0,"3","2","3",0,0,20,85,36,"1",11,"2","2","0","1"
"1581",917.81,16.29,6.82,10.17,"1",1,10.98,11.03,1,"4","2","2",1,1,10,62.9,27,"1",11.73,"2","3","0","1"
"1582",421.42,19.72,6.04,9.68,"1",1,9.65,26.58,0,"12","2","3",1,0,22,74.1,33,"1",11,"1","2","0","1"
"1583",547.95,18.75,6.31,9.62,"1",1,9.46,11.67,0,"12","2","3",1,0,11,69.2,44,"3",11.08,"2","3","0","1"
"1584",153.63,10.16,5.03,8.47,"0",1,10.51,32.49,0,"12","2","1",0,1,15,71.5,41,"3",10.65,"2","3","0","1"
"1585",640.05,23.83,6.46,10.01,"1",1,10.35,22.32,0,"3","2","3",1,0,13,86.7,19,"3",10.82,"2","2","0","1"
"1586",270.28,17.77,5.6,8.92,"2",1,7.59,24.24,0,"7","2","3",1,0,9,49.6,14,"3",10.72,"2","2","2","1"
"1587",577.26,22.47,6.36,9.94,"1",1,8.73,18.23,0,"11","2","3",0,0,5,60.7,22,"1",10.76,"1","2","0","1"
"1588",481.71,19.05,6.18,9.83,"2",1,8.37,28.08,0,"2","1","3",0,0,10,69.7,19,"1",10.75,"1","2","0","1"
"1589",999.38,23.63,6.91,10.46,"1",1,9.67,10.43,0,"5","2","3",1,1,8,65.1,11,"2",11.81,"0","3","0","1"
"1590",472.46,13.11,6.16,9.55,"0",1,9.45,24.33,0,"12","1","1",0,0,12,75.9,17,"1",10.6,"1","3","1","1"
"1591",254.8,18.49,5.54,8.85,"1",1,8.37,12.88,0,"2","1","3",0,0,4,73.4,7,"3",10.17,"1","2","1","1"
"1592",453.02,19.72,6.12,9.75,"1",1,8.62,19.46,0,"3","2","3",1,1,9,85.7,16,"0",10.63,"2","3","0","1"
"1593",353.01,16.29,5.87,9.21,"1",1,8.5,4.13,0,"12","2","2",1,0,8,36,12,"1",11.44,"0","2","1","1"
"1594",835.25,23.76,6.73,10.28,"1",1,10.32,28.38,0,"3","2","3",1,0,14,70.4,34,"3",11.08,"1","2","2","1"
"1595",307.04,6.62,5.73,9.21,"0",1,8.47,10.38,0,"7","1","0",1,0,10,28.1,17,"4",11.23,"1","2","2","1"
"1596",400.02,17.77,5.99,9.31,"1",1,9.33,24.95,0,"2","2","3",1,0,9,47.9,20,"2",10.4,"2","2","1","1"
"1597",236.2,11.14,5.46,8.88,"1",1,8.5,15.73,0,"2","2","1",1,0,5,83.1,5,"3",11.61,"0","3","1","1"
"1598",125.17,7.9,4.83,8.29,"2",1,6.27,6.94,0,"3","0","0",0,0,8,17.7,15,"0",9.92,"0","2","1","1"
"1599",564.81,16.29,6.34,9.68,"0",1,9.89,24.72,0,"4","2","2",1,0,10,88,16,"2",11.08,"1","2","0","1"
"1600",434.5,13.11,6.07,9.46,"0",1,9.45,19.09,0,"3","2","1",0,0,13,61.2,19,"4",10.71,"2","3","1","1"
"1601",669.29,22.47,6.51,10.09,"1",1,10.01,7.29,0,"2","2","3",0,1,16,81.1,24,"3",11.46,"2","3","0","1"
"1602",414.43,17.77,6.03,9.35,"1",1,9.4,19.57,1,"12","2","3",0,0,15,33.2,30,"1",10.53,"0","3","1","1"
"1603",54.76,14.09,6.03,7.38,"2",1,9.37,19.93,0,"6","1","1",0,0,12,60.1,12,"1",10.04,"2","2","1","1"
"1604",350.59,15.8,5.86,9.21,"2",1,9.76,21.56,0,"12","2","2",1,1,8,94.1,23,"3",11.29,"0","3","2","1"
"1605",171.42,10.16,5.14,8.58,"0",1,8.71,1.26,0,"11","2","1",1,1,11,40.3,23,"4",12.97,"0","3","2","1"
"1606",436.79,18.49,6.08,9.39,"1",1,9.14,31.41,0,"1","2","3",0,1,19,68.9,28,"3",10.9,"2","3","0","1"
"1607",230.28,6.62,5.44,8.92,"2",1,8.51,16.6,0,"12","0","0",0,0,15,36.2,17,"0",10.78,"0","2","1","1"
"1608",519.37,19.05,6.25,9.9,"1",1,9.88,12.45,0,"6","2","3",1,1,11,69.3,30,"2",11.92,"1","3","2","1"
"1609",423.61,16.29,5.39,9.39,"1",1,9.73,29.86,0,"5","2","2",1,0,6,92.3,15,"2",11.07,"0","2","0","1"
"1610",328.65,8.9,5.79,9.24,"1",1,9.02,17.16,0,"12","2","0",0,0,5,58.4,19,"1",10.31,"0","2","1","1"
"1611",540.56,17.77,6.29,9.62,"0",1,9.71,25.94,0,"4","1","3",1,0,15,71.9,23,"2",10.92,"0","2","2","1"
"1612",324.4,12.12,5.78,9.19,"1",1,8.7,24.82,0,"5","2","1",0,1,10,61.4,24,"1",10.46,"1","2","0","1"
"1613",194.21,14.09,5.27,8.64,"1",1,9.37,16.84,0,"3","1","1",0,0,8,72.6,9,"1",10.31,"1","2","1","1"
"1614",749.94,17.27,6.62,10.31,"1",1,10.72,24.18,0,"6","2","2",1,1,8,81.1,21,"2",11.23,"2","3","0","1"
"1615",516.24,19.72,6.25,9.88,"2",1,8.14,16.44,0,"11","2","3",0,1,13,77.8,52,"1",11.68,"2","3","0","1"
"1616",464.46,18.75,6.14,9.8,"0",1,10.24,21.69,0,"6","2","3",0,0,5,83.7,14,"1",10.6,"2","2","0","1"
"1617",191.5,15.31,5.25,8.61,"1",1,9.32,30.12,0,"10","2","2",0,1,20,84.3,31,"1",10.58,"1","3","0","1"
"1618",174.09,15.31,5.16,8.52,"0",1,8.72,9.97,0,"2","2","2",1,0,17,63.7,25,"1",10.65,"1","3","1","1"
"1619",360.38,17.77,5.89,9.21,"1",1,9.56,20.03,1,"3","2","3",1,1,16,65.3,31,"2",11.61,"0","3","2","1"
"1620",1181.15,13.11,7.07,10.46,"1",1,9.07,4.87,0,"6","2","1",0,0,11,34.5,17,"1",12.43,"2","3","2","1"
"1621",216.46,14.09,5.38,8.75,"1",1,8.7,5.34,0,"3","2","1",1,1,14,39.5,29,"3",10.94,"1","3","0","1"
"1622",516.24,19.72,6.25,9.88,"1",1,10.25,29.97,0,"7","2","3",1,1,16,62.5,33,"2",10.76,"1","3","0","1"
"1623",291.19,18.49,5.67,8.99,"1",1,8.98,21.1,0,"2","1","3",0,0,8,81.3,12,"2",10.88,"0","3","1","1"
"1624",99.96,19.72,3.99,7.9,"2",1,8,21.98,0,"8","2","3",1,0,25,76.2,34,"4",11.24,"0","2","2","1"
"1625",51.51,14.33,3.94,7.31,"2",1,5.65,17.55,0,"12","2","2",1,1,5,71,27,"2",10.71,"0","3","1","1"
"1626",144.8,24.83,4.98,8.51,"1",1,8.86,29.7,0,"10","1","3",1,0,27,52,42,"4",10.4,"0","2","0","1"
"1627",334.8,14.33,5.81,9.19,"1",1,8.74,25.85,1,"12","2","2",1,0,8,78.9,46,"1",10.82,"0","2","2","1"
"1628",683.25,21.49,6.53,10.13,"1",1,10.51,26.12,0,"3","2","3",1,1,23,70.7,51,"1",11.7,"0","3","2","1"
"1629",549.42,14.33,6.31,9.68,"1",1,9.58,10.71,0,"11","2","2",0,0,15,52.3,21,"4",11.05,"2","1","0","1"
"1630",342.15,13.11,5.84,9.62,"1",1,9.77,8.68,0,"6","2","1",1,1,10,32,19,"3",11.48,"2","3","0","1"
"1631",417.81,15.31,6.04,9.39,"1",1,9.39,16.34,0,"3","2","2",0,0,11,56.4,16,"0",10.63,"2","2","1","1"
"1632",206.4,8.9,6.06,8.78,"2",1,8.87,15.24,1,"2","2","0",0,1,15,23,46,"2",11.16,"0","3","1","1"
"1633",493.4,19.05,6.2,9.85,"1",1,10.18,14.87,0,"12","2","3",0,0,11,84.1,18,"1",10.67,"0","2","0","1"
"1634",175.3,15.8,5.17,8.52,"0",1,8.35,20.46,0,"3","2","2",1,0,10,69.5,25,"0",10.43,"2","2","1","1"
"1635",431.16,15.31,6.47,9.8,"2",1,9.83,8.7,0,"12","1","2",0,0,6,69.8,17,"0",11,"0","2","0","1"
"1636",591.29,16.29,6.39,9.73,"1",1,9.1,17.67,0,"12","2","2",1,0,15,54.7,31,"1",10.93,"1","2","1","1"
"1637",447.71,18.49,6.1,9.42,"0",1,9.67,26.61,0,"1","1","3",1,0,12,79.3,22,"1",10.96,"1","1","0","1"
"1638",273.78,14.09,5.61,8.99,"1",1,9.2,7.8,0,"12","1","1",0,0,5,81,10,"1",10.6,"0","2","1","1"
"1639",718.65,14.09,6.58,9.95,"1",1,9.63,30.29,0,"1","2","1",0,1,12,92.5,30,"4",11.16,"2","3","0","1"
"1640",184.57,14.33,5.22,8.59,"1",1,9.33,24.63,0,"3","2","2",1,0,10,35.5,17,"3",9.8,"0","1","1","1"
"1641",332.72,12.12,5.81,9.21,"1",1,9.44,9.08,0,"6","2","1",0,0,13,48.1,19,"1",10.78,"0","2","0","1"
"1642",486.97,21,6.19,9.8,"1",1,9.12,13.01,1,"12","1","3",1,1,13,59.1,27,"2",11.23,"1","3","2","1"
"1643",737.15,24.83,6.6,10.13,"0",1,9.88,18.18,0,"7","2","3",0,0,29,78.5,62,"1",11.02,"1","2","0","1"
"1644",786.52,17.77,6.67,9.99,"2",1,9.89,23.47,1,"11","2","3",1,1,6,75.1,17,"3",11.08,"1","2","2","1"
"1645",184.23,6.62,5.22,8.7,"2",1,9.67,9.06,0,"12","2","0",0,0,13,31.5,30,"1",11.56,"1","2","1","1"
"1646",567.41,19.05,6.35,9.99,"2",1,9.87,23.17,0,"1","2","3",0,0,21,38,49,"3",10.92,"0","3","0","1"
"1647",680.36,15.8,6.52,10.24,"1",1,8.39,28.84,0,"10","2","2",1,1,8,33,39,"3",11.04,"1","3","0","1"
"1648",304.36,6.03,5.71,9.21,"2",1,11.25,33.44,0,"1","2","0",0,1,9,21.2,24,"0",11.05,"1","3","0","1"
"1649",95.82,14.09,4.56,7.94,"1",1,9.44,23.56,0,"12","1","1",1,0,10,66.6,17,"1",10.86,"1","2","1","1"
"1650",161.99,13.11,5.09,8.48,"1",1,10.04,29.35,0,"12","2","1",1,1,9,71,15,"2",11.18,"1","3","0","1"
"1651",317.54,8.9,5.76,9.21,"1",1,10.06,29.48,0,"5","2","0",0,1,21,37.5,44,"0",11,"2","3","1","1"
"1652",468.8,14.33,6.15,9.9,"1",1,9.39,28.82,0,"7","1","2",0,0,14,43.9,26,"1",10.95,"0","2","0","1"
"1653",575.17,14.33,6.58,9.73,"1",1,9.78,21.08,0,"1","2","2",0,0,12,75.7,23,"1",10.78,"0","2","1","1"
"1654",898.23,17.77,6.8,10.12,"2",1,10.13,8.93,1,"1","2","3",0,0,5,43.6,15,"0",11.05,"2","3","0","1"
"1655",190.52,8.9,5.38,8.7,"2",1,9.68,21.42,0,"12","2","0",0,0,20,58.6,43,"1",11.57,"2","2","1","1"
"1656",836.61,22.47,6.73,10.31,"1",1,9.3,20.03,1,"6","1","3",0,1,13,65,34,"3",11.29,"2","2","0","1"
"1657",825.89,24.89,3.34,10.25,"1",1,9.72,31.47,0,"5","2","3",1,1,23,74.5,49,"4",11.35,"1","3","0","1"
"1658",412.06,14.33,6.02,9.39,"1",1,9.61,14.28,0,"3","2","2",1,0,17,25.5,28,"3",11,"0","2","1","1"
"1659",440.73,18.49,6.09,9.75,"1",1,10.48,19.33,0,"8","2","3",0,0,14,67.5,21,"1",11.61,"0","2","0","1"
"1660",441.46,19.05,6.09,9.74,"0",1,9.43,22.83,0,"4","1","3",1,0,5,67.6,10,"4",10.56,"1","3","0","1"
"1661",581.09,15.8,6.36,10.09,"1",1,11.13,19.31,0,"8","2","2",1,1,18,40.3,34,"3",11.7,"1","3","0","1"
"1662",808.72,22.47,6.7,10.28,"0",1,9.97,18.22,0,"7","2","3",1,1,24,78.5,38,"1",11.81,"1","3","2","1"
"1663",452.63,15.31,6.12,9.47,"0",1,7.38,19.22,1,"5","2","2",1,0,17,20.3,38,"1",10.8,"1","3","1","1"
"1664",656.88,22.95,5.79,10.06,"1",1,9.29,24.06,0,"4","1","3",1,0,15,65.4,19,"1",10.9,"0","2","0","1"
"1665",332.27,19.72,5.81,9.1,"1",1,8.99,18.98,0,"8","0","3",1,1,14,67.2,14,"0",10.69,"1","3","1","1"
"1666",706.01,16.29,6.56,9.9,"1",1,8.14,19.38,0,"3","1","2",1,0,9,46.3,13,"0",11.08,"0","2","0","1"
"1667",393.66,17.27,5.98,9.31,"1",1,9.15,22.74,0,"1","1","2",1,0,12,83.9,15,"0",10.38,"1","2","1","1"
"1668",430.96,20.49,6.07,9.69,"1",1,10.35,27.81,0,"5","2","3",0,0,7,90.4,9,"2",10.71,"0","2","0","1"
"1669",486.97,21,6.19,9.8,"1",1,10.5,13.85,0,"11","2","3",1,1,10,92.9,25,"1",11.98,"2","3","2","1"
"1670",500.43,19.72,6.22,9.85,"1",1,9.93,25.31,0,"10","2","3",0,0,13,83.1,40,"0",10.67,"0","2","0","1"
"1671",477.82,19.05,6.17,9.82,"0",1,9.95,17.24,0,"1","1","3",1,0,17,42,23,"1",11.16,"0","3","2","1"
"1672",446.01,19.05,6.1,9.75,"1",1,9.73,24.03,0,"12","2","3",1,0,12,66.2,26,"0",10.7,"2","3","0","1"
"1673",539.96,13.11,3.38,9.68,"0",1,9.23,7.94,0,"1","2","1",0,0,6,22,15,"0",11.03,"2","3","1","1"
"1674",860.09,23.83,6.76,10.31,"0",1,10.52,20.9,0,"2","2","3",1,1,22,91.9,40,"0",11.88,"1","3","0","1"
"1675",620.33,23.63,6.43,9.99,"0",1,10.18,15.94,0,"2","1","3",0,0,7,83,14,"1",10.92,"2","2","2","1"
"1676",410.66,14.09,6.02,9.39,"0",1,9.09,11.51,0,"11","2","1",1,1,11,22.6,19,"1",10.68,"1","3","2","1"
"1677",363.99,18.49,5.9,9.21,"1",1,9.19,31.72,0,"11","2","3",0,0,11,58.3,29,"1",10.31,"2","2","2","1"
"1678",830.13,14.33,6.72,10.09,"1",1,9.54,15.3,0,"11","1","2",0,0,11,77.8,21,"1",11.16,"0","2","2","1"
"1679",278.54,15.31,5.63,8.99,"2",1,8.82,22.41,0,"4","2","2",1,1,17,41.1,32,"4",11.08,"1","3","0","1"
"1680",370.22,19.72,5.91,9.21,"2",1,9.55,22.16,0,"1","2","3",1,0,25,85,54,"1",11.25,"0","2","1","1"
"1681",858.46,14.33,6.76,10.13,"1",1,9.73,26.3,0,"1","2","2",0,1,10,90.5,16,"3",11,"1","3","0","1"
"1682",591.91,17.77,6.38,9.71,"1",1,10.15,30,0,"1","2","3",1,1,16,82.6,32,"1",10.52,"2","1","0","1"
"1683",263.02,18.75,3.92,8.88,"0",1,8.46,7.11,0,"7","1","3",1,0,3,85.9,5,"1",10.18,"0","2","0","1"
"1684",251.21,12.12,5.53,8.93,"1",1,9.35,34.63,0,"1","2","1",0,0,9,63.4,13,"4",10.24,"0","2","0","1"
"1685",941.31,22.95,6.85,10.42,"0",1,9.56,3.7,0,"10","2","3",1,1,12,54.5,24,"1",11.92,"1","3","0","1"
"1686",557.08,15.31,6.32,9.68,"2",1,8.8,27.12,0,"4","1","2",0,1,22,31.7,45,"1",11,"0","3","0","1"
"1687",127.02,8.9,4.84,8.29,"0",1,9.57,18.73,0,"12","2","0",1,1,10,60.7,25,"1",10.65,"1","3","1","1"
"1688",708.79,23.28,6.56,10.13,"0",1,10.32,19.25,1,"1","2","3",0,1,14,65.9,31,"1",11.51,"2","3","0","1"
"1689",663.59,14.33,6.5,9.87,"2",1,5.67,4.98,1,"12","1","2",0,1,6,9.1,22,"0",11.56,"0","3","0","1"
"1690",745.41,23.83,6.61,10.17,"1",1,9.39,24.7,0,"6","1","3",0,0,17,61.6,33,"1",11.16,"0","2","0","1"
"1691",499.08,12.12,6.21,9.62,"2",1,8.34,23.7,1,"1","2","1",0,1,9,48.7,21,"1",11.29,"1","2","1","1"
"1692",228.39,18.49,5.43,9.09,"1",1,9.52,23.23,0,"8","2","3",1,1,15,64.9,26,"1",10.77,"1","3","2","1"
"1693",458.07,23.76,6.35,9.68,"0",1,9.21,21.37,0,"10","1","3",1,0,6,97.2,20,"2",10.66,"0","2","0","1"
"1694",975.2,24.7,6.88,10.42,"1",1,10.02,9.66,0,"7","2","3",0,0,12,40.6,25,"1",11.23,"1","2","0","1"
"1695",234.25,17.77,5.46,8.78,"2",1,9.66,32.12,0,"6","1","3",1,0,15,48.7,23,"4",11,"2","2","1","1"
"1696",811.7,21.49,7.1,10.3,"1",1,9.65,26.36,0,"7","2","3",1,0,6,61.9,18,"1",11.1,"2","3","0","1"
"1697",342.22,14.09,5.84,9.21,"1",1,8.97,26.49,0,"11","2","1",0,0,14,90,29,"3",10.55,"0","2","1","1"
"1698",276.34,6.62,5.62,9.1,"0",1,9.1,29.02,0,"6","2","0",0,1,8,75.2,17,"3",10.48,"2","2","0","1"
"1699",166.36,12.12,5.54,8.52,"2",1,8.28,9.31,0,"12","0","1",0,0,8,53.8,12,"1",10.13,"1","1","1","1"
"1700",347.74,11.14,5.85,9.27,"1",1,9.02,10.01,0,"3","1","1",1,1,8,44.6,15,"1",11.08,"0","3","2","1"
"1701",686.77,14.33,6.53,9.9,"0",1,9.91,14.78,0,"4","2","2",0,0,15,64.7,30,"3",11.35,"2","2","2","1"
"1702",440.51,16.29,6.09,9.8,"2",1,9.26,15.7,0,"2","2","2",1,1,10,63.5,33,"0",11.31,"2","2","0","1"
"1703",484.2,19.05,6.9,9.49,"0",1,9.77,27.84,0,"3","0","3",1,0,14,61.1,17,"1",11.08,"0","2","1","1"
"1704",956.55,21.49,6.86,10.46,"1",1,9.99,14.94,0,"6","2","3",0,0,9,66.7,18,"1",11.51,"2","2","2","1"
"1705",703.2,14.33,6.56,10.31,"1",1,10.73,22.79,0,"11","2","2",1,1,12,57.9,29,"1",12.61,"0","3","2","1"
"1706",66.55,12.12,4.2,7.6,"1",1,7.56,2.83,0,"10","2","1",0,0,2,77,9,"3",10.49,"1","2","1","1"
"1707",436.79,18.49,6.08,9.39,"1",1,10.56,19.9,0,"4","2","3",1,1,9,87,19,"0",11.65,"0","3","1","1"
"1708",156.65,11.14,5.05,8.47,"1",1,8.34,18.27,0,"4","1","1",1,1,12,28.3,14,"4",10.6,"0","2","2","1"
"1709",536.28,21.98,6,9.87,"1",1,9.77,19.33,0,"12","1","3",1,0,8,83.8,22,"1",10.68,"0","2","0","1"
"1710",571.68,22.47,6.35,9.93,"2",1,9.51,19.71,1,"4","2","3",1,1,10,94.8,28,"2",11.23,"2","3","0","1"
"1711",513.97,23.63,6.24,9.8,"1",1,9.73,6.93,0,"3","1","3",0,1,22,94.8,52,"0",11.41,"0","3","2","1"
"1712",708.79,23.28,6.93,10.13,"2",1,10.21,25.84,0,"3","1","3",0,1,8,84.9,12,"3",11.18,"0","3","0","1"
"1713",506.21,13.11,6.23,9.62,"1",1,9.52,19.22,0,"3","2","1",1,1,11,41.9,31,"1",11.18,"2","3","0","1"
"1714",453.8,19.05,6.12,9.77,"1",1,10.32,29.92,0,"8","2","3",0,1,12,70.8,34,"4",10.82,"2","3","0","1"
"1715",622.18,12.12,6.43,9.84,"1",1,9.94,30.09,0,"1","2","1",0,0,11,86,36,"0",10.75,"2","2","0","1"
"1716",579.91,18.75,4.61,9.67,"0",1,9.62,10.34,0,"8","2","3",0,1,8,87.3,29,"3",11.08,"1","3","0","1"
"1717",526.77,19.72,6.27,9.9,"1",1,9.02,12.52,0,"7","2","3",0,1,6,38.3,13,"4",11.29,"0","3","2","1"
"1718",1021.15,24.7,6.93,10.46,"1",1,8.25,13.96,1,"12","2","3",0,1,11,16.5,30,"3",11.5,"0","3","0","1"
"1719",288.66,7.9,5.67,9.13,"0",1,9.25,30.93,0,"4","1","0",1,1,11,55.6,28,"1",10.46,"1","2","2","1"
"1720",315.53,15.8,5.75,9.1,"1",1,9.13,10.8,0,"8","2","2",1,0,13,47.1,16,"0",11.65,"0","1","1","1"
"1721",421.92,14.33,6.04,9.8,"1",1,9.63,18.12,1,"12","2","2",1,1,13,32.9,24,"2",11.13,"0","3","0","1"
"1722",323.43,10.16,5.78,9.21,"1",1,9.96,29.22,0,"12","2","1",1,1,9,71.7,19,"1",11.43,"0","3","0","1"
"1723",171.78,17.27,5.15,8.48,"0",1,9.42,24.98,0,"11","2","2",1,0,23,36.5,43,"1",11.08,"0","2","1","1"
"1724",527.55,21,6.27,9.88,"1",1,9.89,30.29,0,"1","2","3",1,1,7,91.3,36,"0",10.92,"2","2","0","1"
"1725",547.55,14.09,6.31,9.68,"0",1,9.9,20.98,0,"7","2","1",0,1,9,79,16,"2",10.69,"1","3","1","1"
"1726",635.16,17.77,5.77,9.78,"0",1,9.9,28.83,1,"7","2","3",1,1,15,65.4,28,"4",10.6,"0","3","0","1"
"1727",190.52,8.9,5.25,8.7,"2",1,9.68,33.54,0,"3","2","0",1,1,16,49,34,"0",10.99,"2","3","0","1"
"1728",388.11,10.16,4.61,9.39,"1",1,9.72,14.71,1,"3","2","1",1,1,20,34.8,33,"0",11.17,"0","3","1","1"
"1729",221.13,18.49,5.4,8.71,"1",1,9.27,12.81,0,"2","2","3",0,0,5,91.1,7,"1",10.34,"1","2","2","1"
"1730",253.11,13.11,5.53,8.92,"1",1,9.12,5.19,0,"8","0","1",1,0,7,33.2,16,"2",10.92,"0","2","1","1"
"1731",324.64,7.9,5.78,9.25,"1",1,0,27.64,0,"2","2","0",0,1,7,0,13,"0",10.9,"1","3","2","1"
"1732",405.96,16.29,6.01,9.35,"1",1,9.35,23.66,0,"6","2","2",1,0,6,93.1,8,"2",10.46,"2","2","0","1"
"1733",392.63,11.14,5.97,9.8,"2",1,9.73,5.02,0,"1","2","1",0,1,6,46.3,12,"1",10.99,"2","3","0","1"
"1734",479.48,10.16,6.17,9.6,"2",1,9.63,34.31,0,"7","2","1",1,1,12,51.1,31,"2",10.65,"2","3","0","1"
"1735",489.45,16.29,6.19,9.9,"2",1,10.87,15.97,0,"12","2","2",1,1,11,82.8,24,"2",11.98,"2","3","0","1"
"1736",688.12,21.98,7.23,10.12,"0",1,10.32,20.83,0,"12","2","3",1,0,22,75.2,32,"1",11.16,"2","2","2","1"
"1737",360.38,17.77,5.99,9.21,"1",1,9.72,34.12,0,"2","1","3",1,1,14,79,22,"0",10.88,"1","1","0","1"
"1738",1081.12,17.77,6.99,10.31,"2",1,9.66,20.82,1,"1","2","3",0,1,18,32.6,33,"0",11.92,"1","3","2","1"
"1739",582.88,14.09,6.37,10.13,"1",1,9.74,24.78,0,"3","2","1",0,1,12,76.1,19,"2",11,"1","3","0","1"
"1740",1213.67,21.49,7.1,10.37,"1",1,9.87,13.23,1,"2","2","3",0,1,9,56.7,28,"0",11.37,"2","3","0","1"
"1741",676.47,14.33,6.52,9.89,"1",1,10.16,22.46,0,"12","2","2",0,1,15,75.7,44,"0",10.82,"1","3","0","1"
"1742",491.94,21.49,0,9.8,"1",1,9.56,12.91,0,"4","2","3",1,1,12,80.8,19,"2",10.65,"2","3","0","1"
"1743",507.54,22.47,6.23,9.81,"1",1,10.3,18.57,0,"2","2","3",0,0,7,86.7,18,"4",10.85,"0","2","0","1"
"1744",436.79,18.49,6.08,9.39,"0",1,9.84,16.43,0,"1","2","3",1,0,8,90.8,16,"4",11.49,"2","2","2","1"
"1745",134.99,13.11,4.91,8.29,"2",1,10.24,9.5,0,"7","2","1",1,1,10,79.4,30,"0",11.03,"2","3","1","1"
"1746",479.66,16.29,6.17,9.88,"1",1,10.25,17.3,0,"1","2","2",1,1,15,77.5,35,"2",11,"1","3","0","1"
"1747",323.66,7.9,6.55,9.68,"2",1,8.97,8.26,0,"8","2","0",0,0,6,30,12,"0",10.97,"0","2","0","1"
"1748",410.58,18.49,6.05,9.68,"1",1,10.18,22.71,1,"7","2","3",1,1,12,36.3,17,"3",10.6,"2","3","0","1"
"1749",783.93,19.72,5.97,9.96,"1",1,9.79,15.46,0,"6","2","3",0,0,8,65.9,22,"1",11,"0","2","2","1"
"1750",984.16,11.14,6.89,10.31,"2",1,10.32,6.11,0,"5","2","1",1,1,12,44.6,34,"2",11.39,"0","3","0","1"
"1751",625.81,7.9,6.44,9.9,"2",1,8.87,2.29,0,"10","2","0",1,1,11,12.9,25,"1",11.4,"1","3","1","1"
"1752",575.5,19.72,6.36,9.99,"1",1,10.08,33.89,1,"11","2","3",0,0,13,62.5,24,"1",10.82,"2","2","2","1"
"1753",242.06,18.49,5.49,8.8,"0",1,9.15,16.42,0,"6","0","3",1,0,10,63.4,11,"2",10.13,"0","1","1","1"
"1754",504.52,17.77,6.22,9.55,"0",1,10.45,11.6,0,"12","2","3",1,0,17,95.2,26,"1",11.67,"2","2","0","1"
"1755",410.66,14.09,6.02,9.39,"2",1,10.27,23.16,0,"11","2","1",1,1,13,88.8,28,"1",11.51,"1","3","1","1"
"1756",327.86,18.75,5.79,9.1,"1",1,8.44,3.78,0,"7","1","3",1,1,5,86.1,7,"4",10.74,"0","3","1","1"
"1757",278.54,15.31,5.63,8.99,"1",1,9.41,15.52,0,"12","2","2",1,1,5,87,34,"3",10.31,"0","2","1","1"
"1758",861.74,12.12,6.76,10.16,"2",1,9.75,28.8,0,"3","2","1",0,1,9,69.9,34,"4",11.1,"1","3","2","1"
"1759",392.58,12.12,5.97,9.78,"1",1,9.73,29.57,0,"1","2","1",0,1,10,58.5,38,"0",10.82,"0","3","0","1"
"1760",460.72,23.28,6.8,9.7,"1",1,9.7,10.61,0,"8","2","3",0,1,7,90.9,16,"1",10.71,"0","3","2","1"
"1761",236.2,11.14,5.46,8.88,"1",1,8.4,7.4,0,"11","1","1",1,1,6,56,10,"0",10.65,"0","3","1","1"
