borrower_id,addr_state,annual_inc,emp_length,home_ownership,verification_status,loan_status
871,3,11.43,2,2,1,1
872,4,10.55,0,1,1,1
873,1,11.0,2,3,1,1
874,3,10.84,2,3,0,1
875,0,10.82,0,2,1,1
876,0,11.17,2,0,1,1
877,3,10.78,0,3,1,1
878,2,10.95,0,2,0,1
879,4,10.4,0,1,0,1
880,0,11.18,2,3,0,1
881,3,11.07,0,3,0,1
882,4,10.13,0,2,0,1
883,4,11.4,2,3,0,1
884,3,11.37,0,2,0,1
885,4,11.97,1,2,0,1
886,3,10.6,0,1,0,1
887,0,10.6,0,2,0,1
888,1,11.16,2,2,2,1
889,3,10.71,2,3,0,1
890,1,11.11,1,1,0,1
891,1,11.02,2,1,0,1
892,1,11.39,1,2,0,1
893,4,10.55,0,2,2,1
894,2,10.49,1,3,0,1
895,1,10.6,1,3,1,1
896,1,10.78,2,3,0,1
897,0,11.39,1,3,2,1
898,4,11.26,1,3,2,1
899,4,10.35,2,3,0,1
900,2,11.7,2,3,2,1
901,1,11.28,1,3,0,1
902,2,10.31,0,2,1,1
903,0,11.41,2,2,1,1
904,2,12.21,0,3,2,1
905,1,10.55,0,2,1,1
906,3,10.71,0,1,0,1
907,1,10.84,2,3,0,1
908,1,11.08,0,2,0,1
909,2,11.12,2,3,0,1
910,1,10.49,0,2,1,1
911,1,9.9,0,2,0,1
912,1,10.71,0,2,1,1
913,4,11.47,2,1,0,1
914,4,11.1,1,3,0,1
915,2,10.57,0,3,0,1
916,2,11.16,0,2,1,1
917,0,11.61,1,3,2,1
918,0,11.04,2,3,0,1
919,2,11.16,1,3,0,1
920,2,11.18,2,3,1,1
921,2,11.37,1,3,0,1
922,3,10.81,1,2,0,1
923,0,10.6,2,2,2,1
924,0,11.23,0,3,0,1
925,1,10.37,2,2,0,1
926,3,11.0,2,3,0,1
927,0,11.25,1,2,0,1
928,4,10.71,0,3,0,1
929,0,11.7,1,2,0,1
930,2,11.41,1,2,0,1
931,0,11.52,1,3,0,1
932,0,10.83,0,2,0,1
933,1,10.07,1,2,0,1
934,0,10.67,0,2,0,1
935,1,10.54,0,0,1,1
936,1,11.41,1,2,2,1
937,3,10.6,2,3,2,1
938,4,11.15,2,3,0,1
939,0,10.89,2,3,2,1
940,2,11.0,0,2,1,1
941,2,11.16,2,1,1,1
942,4,10.45,0,2,0,1
943,1,11.08,2,3,1,1
944,2,10.6,2,3,1,1
945,1,10.09,0,2,1,1
946,2,11.29,2,2,1,1
947,1,11.51,1,3,0,1
948,4,10.58,0,3,2,1
949,2,10.78,1,3,0,1
950,2,11.16,2,3,0,1
951,1,10.86,1,2,1,1
952,3,10.65,1,2,0,1
953,1,11.16,0,2,1,1
954,4,10.99,2,3,1,1
955,0,11.08,0,3,0,1
956,4,11.46,2,3,2,1
957,4,11.23,1,3,0,1
958,4,11.0,2,1,2,1
959,0,10.82,1,1,2,1
960,3,11.25,2,3,2,1
961,2,10.82,2,1,1,1
962,1,10.82,1,2,2,1
963,0,10.71,1,2,0,1
964,4,10.46,0,2,2,1
965,2,10.82,1,3,0,1
966,4,11.51,0,3,2,1
967,1,10.28,0,2,1,1
968,0,11.15,0,2,2,1
969,0,11.29,1,2,0,1
970,1,12.3,1,2,2,1
971,2,11.26,0,2,0,1
972,2,10.71,2,2,0,1
973,2,11.87,1,3,2,1
974,1,11.39,1,2,0,1
975,0,10.46,0,1,1,1
976,1,11.51,2,2,1,1
977,3,12.43,0,3,2,1
978,3,10.71,0,2,1,1
979,4,11.65,0,2,1,1
980,4,11.0,2,3,2,1
981,1,10.6,2,3,1,1
982,1,11.08,0,2,1,1
983,0,11.0,1,3,0,1
984,2,11.0,1,3,0,1
985,0,11.41,0,3,0,1
986,4,10.13,0,2,1,1
987,2,10.65,0,2,0,1
988,0,11.35,1,3,2,1
989,4,10.88,0,3,1,1
990,2,10.82,0,3,0,1
991,0,11.29,2,2,0,1
992,0,11.08,2,2,2,1
993,0,10.94,0,0,0,1
994,0,10.49,0,3,2,1
995,1,11.14,1,2,0,1
996,1,10.6,0,2,1,1
997,2,10.34,1,1,0,1
998,3,11.51,0,3,2,1
999,1,11.18,1,3,0,1
1000,1,11.16,1,2,0,1
1001,2,11.81,1,3,1,1
1002,3,11.98,0,3,2,1
1003,0,10.4,0,2,0,1
1004,0,11.35,0,2,0,1
1005,4,11.45,1,3,0,1
1006,1,10.21,0,2,1,1
1007,0,11.08,0,3,1,1
1008,0,10.74,0,3,0,1
1009,2,11.43,2,1,0,1
1010,0,10.71,2,2,1,1
1011,3,10.34,0,2,1,1
1012,0,11.78,1,3,0,1
1013,2,10.31,0,2,1,1
1014,0,10.6,0,2,0,1
1015,1,10.82,2,2,0,1
1016,2,10.78,0,2,1,1
1017,1,10.76,2,2,0,1
1018,1,10.68,1,2,0,1
1019,1,10.86,1,2,2,1
1020,4,11.23,0,1,0,1
1021,0,10.02,0,2,1,1
1022,1,11.29,0,2,2,1
1023,1,10.65,2,4,1,1
1024,2,10.82,2,2,1,1
1025,3,10.85,1,3,0,1
1026,1,10.74,1,3,0,1
1027,2,11.19,0,3,0,1
1028,4,10.53,0,3,0,1
1029,3,10.92,2,3,1,1
1030,1,10.92,1,2,0,1
1031,3,10.95,1,2,0,1
1032,1,11.41,1,2,1,1
1033,3,11.11,2,2,0,1
1034,3,10.6,0,3,0,1
1035,2,11.78,0,2,2,1
1036,4,11.16,2,3,1,1
1037,4,10.65,1,2,2,1
1038,1,10.68,0,2,0,1
1039,4,11.08,2,3,0,1
1040,1,11.56,1,3,0,1
1041,1,11.16,0,3,2,1
1042,2,11.26,1,3,0,1
1043,4,11.04,1,2,0,1
1044,1,11.02,2,2,0,1
1045,1,10.82,1,2,2,1
1046,1,10.49,1,3,0,1
1047,3,9.95,0,2,0,1
1048,0,10.93,1,3,1,1
1049,2,11.49,0,2,0,1
1050,1,11.09,1,2,0,1
1051,2,10.6,1,2,0,1
1052,1,10.65,0,2,0,1
1053,1,10.52,1,2,2,1
1054,3,11.04,2,3,2,1
1055,1,10.46,2,3,0,1
1056,1,10.86,1,2,1,1
1057,1,10.47,1,2,0,1
1058,0,10.0,1,2,0,1
1059,0,11.08,0,2,2,1
1060,1,11.16,1,3,1,1
1061,1,11.51,2,2,2,1
1062,2,10.46,2,2,0,1
1063,1,11.0,0,2,0,1
1064,2,10.71,2,3,1,1
1065,3,11.11,1,3,1,1
1066,2,10.31,0,2,2,1
1067,4,10.04,1,2,0,1
1068,1,10.13,0,3,1,1
1069,0,11.23,0,2,0,1
1070,0,11.78,2,3,0,1
1071,4,11.16,0,3,0,1
1072,3,10.67,0,2,2,1
1073,3,11.04,0,3,1,1
1074,1,10.71,0,2,1,1
1075,1,11.74,2,2,1,1
1076,0,11.16,2,3,1,1
1077,3,11.08,2,2,0,1
1078,1,11.0,0,1,1,1
1079,1,11.5,0,1,0,1
1080,3,10.69,2,3,1,1
1081,1,10.49,0,2,0,1
1082,1,10.95,2,3,0,1
1083,1,10.33,2,2,2,1
1084,0,11.16,2,4,0,1
1085,1,11.39,2,2,2,1
1086,1,10.39,1,3,0,1
1087,4,11.76,2,3,0,1
1088,1,11.23,2,2,0,1
1089,0,11.92,0,3,1,1
1090,1,11.23,1,2,1,1
1091,3,11.08,1,2,0,1
1092,1,10.55,0,2,1,1
1093,3,10.6,2,3,2,1
1094,4,9.9,0,2,0,1
1095,1,11.03,2,2,0,1
1096,4,12.07,0,3,2,1
1097,3,11.08,0,2,1,1
1098,0,11.23,0,3,1,1
1099,3,11.13,2,3,0,1
1100,2,11.35,0,3,2,1
1101,0,10.9,0,2,1,1
1102,1,11.05,2,3,2,1
1103,2,10.37,0,2,1,1
1104,2,11.23,0,2,1,1
1105,4,10.49,0,3,2,1
1106,4,11.08,1,3,0,1
1107,0,11.42,1,2,0,1
1108,1,10.92,2,3,2,1
1109,1,11.29,1,2,0,1
1110,1,10.92,2,2,0,1
1111,4,10.59,0,3,0,1
1112,4,11.0,0,3,0,1
1113,4,11.46,1,2,0,1
1114,0,11.6,2,2,0,1
1115,1,10.76,2,2,1,1
1116,4,10.48,0,1,1,1
1117,0,10.67,1,2,1,1
1118,1,10.6,1,3,2,1
1119,2,10.37,1,4,2,1
1120,1,11.7,1,3,0,1
1121,1,11.98,2,2,2,1
1122,1,10.42,2,1,1,1
1123,0,11.69,1,3,1,1
1124,1,11.26,1,3,0,1
1125,1,11.33,0,3,2,1
1126,4,11.92,0,3,0,1
1127,1,11.24,2,3,0,1
1128,1,10.65,1,2,0,1
1129,1,11.92,1,3,2,1
1130,1,11.0,0,2,1,1
1131,1,11.0,2,2,0,1
1132,4,11.01,2,3,0,1
1133,2,11.08,0,4,2,1
1134,1,10.46,2,2,2,1
1135,2,10.46,0,2,0,1
1136,4,10.9,2,2,2,1
1137,1,10.82,0,2,2,1
1138,0,11.45,2,3,0,1
1139,1,11.08,1,3,0,1
1140,2,10.09,0,1,0,1
1141,2,11.56,1,3,2,1
1142,1,10.49,0,2,1,1
1143,1,11.44,2,1,1,1
1144,0,10.78,0,1,1,1
1145,0,10.46,0,2,1,1
1146,1,11.51,2,2,0,1
1147,3,11.34,0,3,1,1
1148,1,10.13,0,2,2,1
1149,4,10.64,0,3,0,1
1150,2,11.0,1,3,2,1
1151,0,10.6,0,3,0,1
1152,4,11.46,1,3,0,1
1153,3,10.65,1,2,0,1
1154,4,10.92,1,2,1,1
1155,1,11.23,1,3,1,1
1156,2,12.07,1,3,2,1
1157,0,12.03,2,3,0,1
1158,3,10.92,2,2,0,1
1159,1,10.65,0,2,1,1
1160,0,11.23,1,3,0,1
1161,3,11.13,0,2,2,1
1162,0,11.05,2,3,1,1
1163,2,10.92,1,3,0,1
1164,0,11.16,0,3,1,1
1165,2,11.03,2,3,0,1
1166,0,11.11,1,3,0,1
1167,0,10.67,1,2,0,1
1168,1,10.71,2,2,2,1
1169,0,10.81,2,3,0,1
1170,1,10.82,1,2,0,1
1171,1,11.71,2,3,0,1
1172,3,10.72,1,3,0,1
1173,4,10.9,1,3,2,1
1174,0,11.35,2,3,2,1
1175,4,11.08,1,3,2,1
1176,1,11.59,1,3,1,1
1177,2,10.31,1,2,0,1
1178,1,11.7,2,3,0,1
1179,0,11.48,0,3,2,1
1180,0,11.41,0,2,2,1
1181,1,10.46,0,2,1,1
1182,0,10.46,0,3,1,1
1183,3,10.52,2,3,0,1
1184,4,11.41,0,2,0,1
1185,1,10.82,1,2,1,1
1186,3,9.8,1,2,0,1
1187,0,11.2,1,3,0,1
1188,0,11.13,2,2,0,1
1189,4,10.43,0,3,1,1
1190,1,10.58,0,2,0,1
1191,4,11.46,0,2,0,1
1192,1,11.08,2,3,2,1
1193,1,11.08,1,2,0,1
1194,4,10.65,0,3,0,1
1195,1,12.13,2,3,0,1
1196,3,12.04,2,3,0,1
1197,0,12.53,0,2,2,1
1198,0,11.14,0,2,0,1
1199,2,11.11,0,3,0,1
1200,1,11.56,1,2,1,1
1201,0,10.71,2,2,0,1
1202,3,10.62,2,3,0,1
1203,1,11.61,2,3,0,1
1204,0,11.16,0,2,2,1
1205,3,11.19,2,3,0,1
1206,0,11.16,2,1,0,1
1207,1,10.72,0,3,0,1
1208,1,12.07,1,3,1,1
1209,3,11.46,0,2,0,1
1210,1,10.37,1,3,0,1
1211,2,10.71,2,3,2,1
1212,1,10.28,0,3,0,1
1213,1,11.51,0,3,0,1
1214,4,10.13,0,2,0,1
1215,2,10.92,1,3,1,1
1216,4,11.51,1,3,0,1
1217,1,11.2,1,2,0,1
1218,0,11.34,1,2,0,1
1219,0,10.95,1,2,0,1
1220,2,10.78,2,3,1,1
1221,1,12.07,1,3,2,1
1222,4,10.37,0,2,1,1
1223,1,11.0,1,2,0,1
1224,1,11.24,1,2,0,1
1225,1,11.51,1,3,0,1
1226,0,11.34,0,3,1,1
1227,2,10.34,1,2,1,1
1228,1,11.08,1,2,0,1
1229,2,10.82,0,2,2,1
1230,4,10.95,0,1,1,1
1231,1,11.16,0,2,1,1
1232,4,10.2,0,2,1,1
1233,1,10.47,2,3,0,1
1234,1,10.92,1,2,0,1
1235,1,11.08,0,2,2,1
1236,1,11.41,2,2,1,1
1237,1,10.17,0,3,1,1
1238,1,10.31,0,2,1,1
1239,4,11.0,0,2,0,1
1240,1,10.55,1,2,0,1
1241,3,10.82,1,2,2,1
1242,3,10.81,1,2,1,1
1243,4,11.52,0,3,0,1
1244,3,10.67,0,3,1,1
1245,1,10.75,0,2,0,1
1246,1,10.6,2,1,2,1
1247,1,10.71,0,2,2,1
1248,4,11.0,0,3,0,1
1249,1,10.31,1,2,1,1
1250,1,11.16,0,2,2,1
1251,1,11.98,0,2,2,1
1252,2,11.08,0,3,2,1
1253,1,11.55,0,2,2,1
1254,2,11.51,0,3,0,1
1255,1,11.16,0,2,1,1
1256,1,11.0,0,3,0,1
1257,0,11.29,1,3,2,1
1258,0,10.62,2,3,0,1
1259,1,11.03,2,3,0,1
1260,2,11.49,0,3,0,1
1261,0,10.46,2,2,1,1
1262,4,10.24,0,2,0,1
1263,2,10.92,0,3,0,1
1264,4,10.9,1,3,0,1
1265,0,11.16,0,2,0,1
1266,3,10.13,0,1,1,1
1267,0,11.81,0,3,0,1
1268,1,10.78,1,2,0,1
1269,1,12.43,1,3,2,1
1270,3,10.86,1,3,0,1
1271,2,11.35,2,3,2,1
1272,4,10.2,1,2,0,1
1273,0,11.2,2,2,2,1
1274,0,10.82,1,2,1,1
1275,1,10.71,0,2,1,1
1276,1,11.16,0,3,2,1
1277,3,10.82,1,3,0,1
1278,0,10.71,2,3,0,1
1279,4,10.71,2,3,1,1
1280,1,11.72,2,3,0,1
1281,1,10.74,2,2,1,1
1282,1,10.46,0,2,2,1
1283,0,11.23,2,2,1,1
1284,1,10.71,0,3,0,1
1285,1,11.0,2,2,1,1
1286,1,11.23,1,3,0,1
1287,0,11.35,2,2,0,1
1288,2,11.54,2,3,2,1
1289,0,10.43,2,2,1,1
1290,2,11.07,1,3,1,1
1291,0,10.71,0,1,2,1
1292,1,10.82,1,3,2,1
1293,4,10.92,0,2,0,1
1294,0,11.51,0,3,2,1
1295,2,12.13,2,3,1,1
1296,1,10.57,1,2,1,1
1297,2,10.65,0,3,1,1
1298,0,10.71,1,2,1,1
1299,3,11.0,1,3,0,1
1300,1,10.57,1,2,1,1
1301,1,11.0,0,3,0,1
1302,0,10.4,0,2,0,1
1303,3,10.46,1,2,0,1
1304,1,11.29,1,3,1,1
1305,2,10.71,1,3,2,1
1306,1,10.28,0,2,2,1
1307,1,11.08,2,3,0,1
1308,4,11.16,1,3,0,1
1309,4,10.26,1,2,1,1
1310,1,10.43,1,3,0,1
1311,0,11.4,0,2,1,1
1312,3,10.57,0,1,2,1
1313,1,10.67,1,4,0,1
1314,2,11.26,2,3,2,1
1315,3,10.2,1,1,0,1
1316,1,11.16,2,3,0,1
1317,2,10.13,2,1,0,1
1318,1,10.67,0,2,2,1
1319,0,10.69,1,3,0,1
1320,2,11.23,2,3,0,1
1321,0,10.69,1,1,0,1
1322,0,10.65,1,4,1,1
1323,0,10.82,1,2,0,1
1324,1,10.49,0,2,2,1
1325,0,10.45,0,2,1,1
1326,1,11.59,1,3,0,1
1327,4,11.41,2,2,2,1
1328,4,11.55,2,3,0,1
1329,4,11.0,0,3,1,1
1330,4,11.41,2,3,0,1
1331,2,11.12,0,3,0,1
1332,0,11.0,2,3,0,1
1333,3,11.18,2,2,0,1
1334,0,11.46,2,2,2,1
1335,1,11.34,0,2,1,1
1336,1,11.78,0,3,2,1
1337,3,11.08,2,3,0,1
1338,2,11.23,0,2,1,1
1339,1,10.71,1,3,0,1
1340,1,11.29,1,2,0,1
1341,2,10.76,2,3,0,1
1342,1,10.43,2,2,0,1
1343,1,11.0,2,3,0,1
1344,1,10.65,0,2,0,1
1345,4,10.67,0,2,1,1
1346,3,11.19,2,2,1,1
1347,0,10.52,0,2,2,1
1348,4,10.46,0,2,0,1
1349,4,10.6,0,3,1,1
1350,0,10.9,1,2,0,1
1351,1,10.97,2,1,0,1
1352,4,11.0,2,2,2,1
1353,2,10.9,0,3,0,1
1354,0,10.8,1,3,0,1
1355,1,10.31,2,1,1,1
1356,4,11.16,1,3,0,1
1357,0,10.52,1,1,0,1
1358,3,11.48,2,3,2,1
1359,4,11.26,1,3,0,1
1360,2,10.67,1,1,0,1
1361,0,10.78,2,2,1,1
1362,0,10.6,0,2,1,1
1363,1,10.71,2,3,0,1
1364,1,11.08,1,1,2,1
1365,0,11.0,2,3,2,1
1366,4,10.56,2,1,0,1
1367,3,11.35,2,3,2,1
1368,1,10.52,2,2,2,1
1369,2,11.23,0,2,0,1
1370,0,10.71,1,1,1,1
1371,1,10.92,1,2,1,1
1372,1,11.49,2,3,0,1
1373,1,10.24,0,2,2,1
1374,2,11.7,1,3,1,1
1375,1,11.08,0,2,1,1
1376,2,10.86,0,4,1,1
1377,1,10.6,0,2,1,1
1378,1,10.86,0,2,1,1
1379,1,11.1,1,2,1,1
1380,0,11.29,1,2,1,1
1381,2,11.4,0,2,0,1
1382,0,10.71,2,2,1,1
1383,4,11.41,0,3,0,1
1384,3,11.16,1,2,2,1
1385,0,11.23,2,3,0,1
1386,1,10.71,1,2,0,1
1387,4,10.65,2,2,1,1
1388,0,10.86,2,3,0,1
1389,0,11.51,2,2,0,1
1390,2,11.49,2,3,1,1
1391,1,10.82,0,2,1,1
1392,2,10.9,2,2,1,1
1393,4,10.69,0,2,0,1
1394,0,10.92,1,2,1,1
1395,0,11.18,0,3,0,1
1396,1,11.9,2,3,2,1
1397,3,10.71,2,3,1,1
1398,2,11.0,0,3,0,1
1399,1,10.46,1,1,1,1
1400,0,10.92,1,1,1,1
1401,1,11.29,2,3,1,1
1402,1,10.37,0,1,1,1
1403,1,10.65,1,2,1,1
1404,0,10.92,0,1,1,1
1405,0,10.71,1,2,1,1
1406,2,11.08,2,3,0,1
1407,0,10.76,1,1,0,1
1408,3,10.62,2,4,0,1
1409,4,10.98,1,2,0,1
1410,1,11.16,0,2,0,1
1411,1,10.4,1,2,2,1
1412,4,10.24,2,3,1,1
1413,0,10.95,2,2,0,1
1414,2,11.46,2,3,0,1
1415,3,11.5,1,3,0,1
1416,2,10.91,1,2,0,1
1417,1,10.86,2,2,1,1
1418,4,10.88,0,3,1,1
1419,3,11.48,1,3,0,1
1420,0,11.16,1,2,2,1
1421,2,10.84,0,2,0,1
1422,3,10.37,1,2,0,1
1423,1,11.0,0,3,1,1
1424,3,10.69,0,3,0,1
1425,0,11.08,1,3,0,1
1426,3,11.46,1,3,2,1
1427,4,10.71,0,2,1,1
1428,4,11.03,1,3,1,1
1429,3,10.31,0,2,1,1
1430,1,10.04,0,2,0,1
1431,1,11.04,0,1,0,1
1432,0,10.52,0,2,0,1
1433,1,11.74,0,2,0,1
1434,2,10.85,1,1,0,1
1435,1,11.47,0,2,0,1
1436,2,10.53,1,2,0,1
1437,3,11.51,2,3,2,1
1438,1,10.82,2,2,0,1
1439,4,11.35,0,3,0,1
1440,0,11.23,1,2,0,1
1441,1,10.6,1,3,0,1
1442,1,11.0,2,3,1,1
1443,2,12.06,1,3,0,1
1444,4,11.1,0,3,2,1
1445,2,10.74,1,3,1,1
1446,4,11.62,2,3,0,1
1447,0,10.8,2,2,1,1
1448,2,11.68,0,3,1,1
1449,1,10.43,0,2,1,1
1450,3,11.38,2,3,0,1
1451,2,10.92,1,3,1,1
1452,0,10.82,2,2,0,1
1453,1,10.63,1,1,0,1
1454,3,11.28,0,3,0,1
1455,3,11.12,1,3,0,1
1456,4,11.23,1,2,2,1
1457,1,10.76,0,2,0,1
1458,0,10.74,0,3,0,1
1459,3,10.6,0,3,0,1
1460,1,11.16,1,3,0,1
1461,3,10.71,0,2,0,1
1462,1,11.39,0,3,0,1
1463,1,10.76,2,3,0,1
1464,4,11.35,2,3,0,1
1465,1,10.97,2,1,0,1
1466,0,10.46,2,3,1,1
1467,0,11.35,2,3,0,1
1468,1,10.46,0,2,0,1
1469,2,10.74,2,2,0,1
1470,1,11.08,2,3,0,1
1471,4,11.85,0,3,0,1
1472,3,12.0,2,3,0,1
1473,1,11.1,2,3,0,1
1474,3,11.08,2,3,2,1
1475,3,10.28,2,2,1,1
1476,1,11.51,1,3,1,1
1477,4,10.65,0,1,1,1
1478,0,10.58,1,2,0,1
1479,0,11.41,0,3,0,1
1480,0,11.2,2,2,0,1
1481,1,10.6,2,2,1,1
1482,1,10.24,1,3,1,1
1483,4,11.72,1,3,0,1
1484,3,10.88,2,2,0,1
1485,2,10.9,2,3,2,1
1486,1,10.8,2,2,1,1
1487,2,10.52,1,1,0,1
1488,3,10.31,2,3,0,1
1489,1,11.16,1,3,0,1
1490,4,10.71,2,3,0,1
1491,2,11.41,0,3,1,1
1492,0,11.0,0,2,0,1
1493,4,10.91,2,3,0,1
1494,4,11.0,0,3,2,1
1495,0,11.51,1,3,1,1
1496,4,11.05,0,3,0,1
1497,4,10.34,1,2,1,1
1498,1,10.92,1,3,0,1
1499,4,10.52,2,3,2,1
1500,3,11.08,2,3,1,1
1501,2,10.71,0,2,0,1
1502,2,10.55,0,3,2,1
1503,3,10.92,1,3,1,1
1504,2,11.41,2,3,0,1
1505,2,10.99,1,3,0,1
1506,4,10.52,2,3,1,1
1507,1,10.84,1,3,1,1
1508,3,11.17,2,3,0,1
1509,4,11.61,2,3,2,1
1510,4,10.64,0,3,1,1
1511,2,11.81,0,3,1,1
1512,1,11.81,0,2,0,1
1513,1,10.82,0,2,0,1
1514,4,11.42,1,3,1,1
1515,0,11.0,0,2,1,1
1516,3,10.84,0,3,1,1
1517,0,10.7,1,2,0,1
1518,2,10.49,1,2,2,1
1519,0,11.47,1,3,0,1
1520,3,11.47,0,2,0,1
1521,4,10.65,1,2,2,1
1522,3,11.01,2,3,0,1
1523,1,10.8,2,1,0,1
1524,1,10.78,2,2,2,1
1525,1,10.82,1,2,0,1
1526,0,11.88,1,2,0,1
1527,2,11.18,0,2,0,1
1528,4,11.18,1,1,1,1
1529,2,10.82,0,2,1,1
1530,1,12.28,0,3,0,1
1531,4,10.55,2,3,2,1
1532,4,11.5,0,3,1,1
1533,1,11.0,1,2,0,1
1534,1,10.69,1,2,0,1
1535,1,9.9,0,1,0,1
1536,4,10.76,1,3,0,1
1537,3,10.37,1,2,1,1
1538,1,10.53,1,2,0,1
1539,3,10.4,1,3,2,1
1540,3,11.0,0,3,0,1
1541,3,12.21,2,3,2,1
1542,1,10.46,0,2,1,1
1543,4,11.08,2,3,0,1
1544,2,11.38,1,2,0,1
1545,0,11.08,2,3,1,1
1546,1,10.82,1,3,2,1
1547,0,10.71,2,1,0,1
1548,4,10.43,0,2,0,1
1549,1,9.62,0,2,0,1
1550,1,10.92,0,2,1,1
1551,3,10.8,1,2,0,1
1552,4,11.38,0,2,0,1
1553,0,11.41,1,3,2,1
1554,1,11.08,2,2,0,1
1555,3,10.6,0,3,2,1
1556,2,11.49,0,3,0,1
1557,2,10.92,0,3,0,1
1558,0,10.97,2,2,0,1
1559,3,10.6,2,2,0,1
1560,3,10.82,0,2,2,1
1561,1,10.24,0,2,0,1
1562,1,11.31,1,2,0,1
1563,1,10.82,0,2,2,1
1564,4,10.74,0,3,1,1
1565,3,10.65,2,3,0,1
1566,3,10.29,0,3,0,1
1567,3,10.88,0,2,1,1
1568,4,11.23,0,2,0,1
1569,4,11.41,2,3,0,1
1570,3,10.78,0,2,0,1
1571,0,11.09,2,2,1,1
1572,4,10.65,1,3,0,1
1573,0,10.82,1,2,0,1
1574,1,11.43,1,3,0,1
1575,1,11.04,2,3,0,1
1576,2,11.0,1,3,0,1
1577,0,11.08,0,2,1,1
1578,2,11.78,0,3,0,1
1579,1,10.46,0,2,0,1
1580,1,11.0,2,2,0,1
1581,1,11.73,2,3,0,1
1582,1,11.0,1,2,0,1
1583,3,11.08,2,3,0,1
1584,3,10.65,2,3,0,1
1585,3,10.82,2,2,0,1
1586,3,10.72,2,2,2,1
1587,1,10.76,1,2,0,1
1588,1,10.75,1,2,0,1
1589,2,11.81,0,3,0,1
1590,1,10.6,1,3,1,1
1591,3,10.17,1,2,1,1
1592,0,10.63,2,3,0,1
1593,1,11.44,0,2,1,1
1594,3,11.08,1,2,2,1
1595,4,11.23,1,2,2,1
1596,2,10.4,2,2,1,1
1597,3,11.61,0,3,1,1
1598,0,9.92,0,2,1,1
1599,2,11.08,1,2,0,1
1600,4,10.71,2,3,1,1
1601,3,11.46,2,3,0,1
1602,1,10.53,0,3,1,1
1603,1,10.04,2,2,1,1
1604,3,11.29,0,3,2,1
1605,4,12.97,0,3,2,1
1606,3,10.9,2,3,0,1
1607,0,10.78,0,2,1,1
1608,2,11.92,1,3,2,1
1609,2,11.07,0,2,0,1
1610,1,10.31,0,2,1,1
1611,2,10.92,0,2,2,1
1612,1,10.46,1,2,0,1
1613,1,10.31,1,2,1,1
1614,2,11.23,2,3,0,1
1615,1,11.68,2,3,0,1
1616,1,10.6,2,2,0,1
1617,1,10.58,1,3,0,1
1618,1,10.65,1,3,1,1
1619,2,11.61,0,3,2,1
1620,1,12.43,2,3,2,1
1621,3,10.94,1,3,0,1
1622,2,10.76,1,3,0,1
1623,2,10.88,0,3,1,1
1624,4,11.24,0,2,2,1
1625,2,10.71,0,3,1,1
1626,4,10.4,0,2,0,1
1627,1,10.82,0,2,2,1
1628,1,11.7,0,3,2,1
1629,4,11.05,2,1,0,1
1630,3,11.48,2,3,0,1
1631,0,10.63,2,2,1,1
1632,2,11.16,0,3,1,1
1633,1,10.67,0,2,0,1
1634,0,10.43,2,2,1,1
1635,0,11.0,0,2,0,1
1636,1,10.93,1,2,1,1
1637,1,10.96,1,1,0,1
1638,1,10.6,0,2,1,1
1639,4,11.16,2,3,0,1
1640,3,9.8,0,1,1,1
1641,1,10.78,0,2,0,1
1642,2,11.23,1,3,2,1
1643,1,11.02,1,2,0,1
1644,3,11.08,1,2,2,1
1645,1,11.56,1,2,1,1
1646,3,10.92,0,3,0,1
1647,3,11.04,1,3,0,1
1648,0,11.05,1,3,0,1
1649,1,10.86,1,2,1,1
1650,2,11.18,1,3,0,1
1651,0,11.0,2,3,1,1
1652,1,10.95,0,2,0,1
1653,1,10.78,0,2,1,1
1654,0,11.05,2,3,0,1
1655,1,11.57,2,2,1,1
1656,3,11.29,2,2,0,1
1657,4,11.35,1,3,0,1
1658,3,11.0,0,2,1,1
1659,1,11.61,0,2,0,1
1660,4,10.56,1,3,0,1
1661,3,11.7,1,3,0,1
1662,1,11.81,1,3,2,1
1663,1,10.8,1,3,1,1
1664,1,10.9,0,2,0,1
1665,0,10.69,1,3,1,1
1666,0,11.08,0,2,0,1
1667,0,10.38,1,2,1,1
1668,2,10.71,0,2,0,1
1669,1,11.98,2,3,2,1
1670,0,10.67,0,2,0,1
1671,1,11.16,0,3,2,1
1672,0,10.7,2,3,0,1
1673,0,11.03,2,3,1,1
1674,0,11.88,1,3,0,1
1675,1,10.92,2,2,2,1
1676,1,10.68,1,3,2,1
1677,1,10.31,2,2,2,1
1678,1,11.16,0,2,2,1
1679,4,11.08,1,3,0,1
1680,1,11.25,0,2,1,1
1681,3,11.0,1,3,0,1
1682,1,10.52,2,1,0,1
1683,1,10.18,0,2,0,1
1684,4,10.24,0,2,0,1
1685,1,11.92,1,3,0,1
1686,1,11.0,0,3,0,1
1687,1,10.65,1,3,1,1
1688,1,11.51,2,3,0,1
1689,0,11.56,0,3,0,1
1690,1,11.16,0,2,0,1
1691,1,11.29,1,2,1,1
1692,1,10.77,1,3,2,1
1693,2,10.66,0,2,0,1
1694,1,11.23,1,2,0,1
1695,4,11.0,2,2,1,1
1696,1,11.1,2,3,0,1
1697,3,10.55,0,2,1,1
1698,3,10.48,2,2,0,1
